,Team,Date,HomeAway,Opp,WinLoss,TmScore,OppScore,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,O_eFG%,O_TOV%,O_ORB%,O_FTFTA,D_eFG%,D_TOV%,D_ORB%,D_FTFTA
35,ATL,2016-01-05,1,NYK,0.0,101,107,111.4,118.0,90.6,0.218,0.448,0.53,47.1,59.5,3.3,6.1,0.511,12.0,28.6,0.138,0.506,8.7,71.1,0.262
36,ATL,2016-01-07,0,PHI,1.0,126,98,123.6,96.1,102.0,0.207,0.348,0.628,52.7,73.5,17.7,8.8,0.603,13.8,32.6,0.163,0.483,18.5,70.8,0.174
37,ATL,2016-01-09,1,CHI,1.0,120,105,115.1,100.7,104.3,0.16,0.255,0.596,46.5,67.3,14.4,20.0,0.574,13.0,19.0,0.128,0.476,17.9,72.7,0.313
38,ATL,2016-01-13,0,CHO,0.0,84,107,86.5,110.2,97.1,0.259,0.309,0.465,40.7,56.7,5.1,9.3,0.414,15.1,12.2,0.21,0.518,14.6,73.8,0.268
39,ATL,2016-01-15,0,MIL,,101,108,94.0,100.5,97.3,0.06,0.3,0.492,41.7,67.4,4.7,10.5,0.475,14.2,15.2,0.06,0.432,12.5,63.2,0.26
40,ATL,2016-01-16,1,BRK,1.0,114,86,121.4,91.6,93.9,0.304,0.367,0.636,52.6,77.3,14.9,8.6,0.608,10.0,14.7,0.228,0.474,16.4,83.3,0.154
41,ATL,2016-01-18,1,ORL,1.0,98,81,102.2,84.5,95.9,0.125,0.238,0.581,52.8,75.6,9.4,9.2,0.569,16.8,11.4,0.088,0.379,11.9,79.6,0.172
42,ATL,2016-01-20,0,POR,1.0,104,98,108.0,101.7,96.3,0.264,0.276,0.535,46.2,64.1,7.3,4.8,0.506,11.8,21.3,0.184,0.484,10.8,71.7,0.074
43,ATL,2016-01-21,0,SAC,0.0,88,91,87.6,90.6,100.5,0.179,0.393,0.486,42.9,60.0,14.9,13.2,0.464,17.3,15.2,0.119,0.397,15.6,67.3,0.196
44,ATL,2016-01-23,0,PHO,0.0,95,98,100.0,103.2,95.0,0.214,0.405,0.517,45.3,67.6,8.4,11.5,0.476,14.8,22.9,0.179,0.459,15.0,68.1,0.235
45,ATL,2016-01-25,0,DEN,1.0,119,105,120.1,106.0,99.0,0.302,0.314,0.611,49.4,65.1,11.1,4.7,0.552,12.6,24.4,0.279,0.429,13.0,72.7,0.393
46,ATL,2016-01-27,1,LAC,0.0,83,85,86.4,88.4,96.1,0.177,0.291,0.487,51.6,63.6,6.2,5.2,0.481,20.5,17.8,0.089,0.418,10.5,82.0,0.165
47,ATL,2016-01-28,0,IND,0.0,92,111,95.0,114.6,96.9,0.253,0.337,0.499,39.5,60.6,9.3,6.3,0.44,13.2,11.4,0.229,0.545,14.9,73.0,0.333
48,ATL,2016-01-31,0,MIA,0.0,87,105,89.1,107.5,97.7,0.457,0.314,0.517,39.7,48.1,10.2,4.9,0.421,16.8,5.1,0.4,0.512,16.3,74.4,0.272
49,ATL,2016-02-01,1,DAL,1.0,112,97,116.7,101.1,96.0,0.238,0.438,0.634,57.5,69.0,2.1,10.2,0.613,14.5,15.6,0.175,0.406,5.6,81.8,0.329
50,ATL,2016-02-03,0,PHI,1.0,124,86,116.0,80.4,106.9,0.272,0.217,0.602,57.8,58.3,12.2,12.3,0.576,14.9,25.6,0.196,0.452,20.3,87.2,0.119
51,ATL,2016-02-05,1,IND,1.0,102,96,109.1,102.7,93.5,0.263,0.355,0.601,37.6,74.4,10.7,8.3,0.579,15.0,8.1,0.184,0.489,16.7,60.4,0.077
52,ATL,2016-02-07,0,ORL,0.0,94,96,98.6,100.7,95.3,0.165,0.308,0.482,53.8,62.9,7.3,11.9,0.456,14.1,34.0,0.121,0.5,16.6,80.0,0.129
53,BOS,2015-10-28,1,PHI,1.0,112,95,112.6,95.5,99.5,0.318,0.282,0.578,47.1,79.5,10.1,11.5,0.506,14.9,23.8,0.306,0.452,19.1,68.9,0.241
54,BOS,2015-10-30,1,TOR,0.0,103,113,95.1,104.4,108.3,0.482,0.306,0.5,41.8,71.9,12.9,5.4,0.418,14.2,13.7,0.376,0.506,17.7,77.5,0.366
55,BOS,2015-11-01,1,SAS,0.0,87,95,87.5,95.6,99.4,0.143,0.296,0.418,46.9,60.0,10.1,7.8,0.388,13.3,28.1,0.112,0.464,16.1,74.4,0.217
56,BOS,2015-11-04,0,IND,0.0,98,100,104.2,106.3,94.1,0.265,0.325,0.529,48.0,57.1,7.4,7.4,0.482,17.0,31.9,0.217,0.429,11.9,61.8,0.242
57,BOS,2015-11-06,1,WAS,1.0,118,98,109.4,90.8,107.9,0.237,0.309,0.551,54.1,54.5,16.7,7.9,0.515,13.7,30.0,0.186,0.455,19.7,79.2,0.205
58,BOS,2015-11-10,0,MIL,1.0,99,83,110.7,92.8,89.4,0.221,0.349,0.525,52.3,55.3,12.3,10.7,0.483,11.3,30.4,0.186,0.452,17.0,77.5,0.233
59,BOS,2015-11-11,1,IND,0.0,91,102,93.0,104.2,97.9,0.416,0.312,0.5,46.8,56.3,10.2,4.8,0.442,16.5,20.5,0.299,0.519,16.3,73.7,0.253
60,BOS,2015-11-13,1,ATL,1.0,106,93,112.4,98.6,94.3,0.117,0.32,0.489,58.8,64.3,10.6,12.5,0.461,8.5,36.2,0.107,0.513,15.9,86.8,0.197
61,BOS,2015-11-15,0,OKC,1.0,100,85,106.6,90.6,93.8,0.244,0.28,0.551,58.0,64.1,12.8,13.5,0.53,16.5,33.3,0.159,0.403,16.7,77.8,0.299
62,BOS,2015-11-16,0,HOU,1.0,111,95,110.0,94.1,101.0,0.183,0.387,0.552,51.6,61.4,15.8,5.7,0.532,15.9,33.3,0.129,0.488,18.8,70.2,0.141
63,BOS,2015-11-18,1,DAL,0.0,102,106,105.3,109.4,96.9,0.261,0.283,0.497,52.4,57.9,12.4,1.9,0.457,12.0,30.4,0.196,0.563,16.3,80.6,0.347
64,BOS,2015-11-20,1,BRK,1.0,120,95,119.7,94.8,100.2,0.115,0.333,0.656,48.2,76.5,10.0,5.7,0.644,14.9,18.9,0.092,0.438,16.0,70.8,0.191
65,BOS,2015-11-22,0,BRK,0.0,101,111,107.8,118.4,93.7,0.256,0.451,0.553,41.7,54.3,9.6,3.1,0.512,15.7,22.2,0.207,0.538,13.0,64.1,0.329
66,BOS,2015-11-24,0,ATL,0.0,97,121,97.7,121.9,99.3,0.317,0.256,0.519,43.4,67.6,14.1,3.6,0.47,14.6,21.3,0.244,0.638,18.2,79.3,0.238
67,BOS,2015-11-25,1,PHI,1.0,84,80,83.9,79.9,100.2,0.198,0.319,0.425,51.9,58.1,7.0,10.7,0.39,13.9,20.4,0.143,0.416,16.7,86.0,0.133
68,BOS,2015-11-27,1,WAS,1.0,111,78,112.3,78.9,98.8,0.196,0.34,0.527,55.8,66.7,11.1,10.6,0.495,12.5,36.5,0.155,0.351,19.0,75.0,0.226
69,BOS,2015-11-29,0,ORL,0.0,91,110,97.0,117.2,93.9,0.227,0.307,0.47,38.6,77.8,7.5,8.8,0.438,10.2,19.6,0.159,0.532,11.5,59.5,0.118
70,BOS,2015-11-30,0,MIA,1.0,105,95,115.4,104.4,91.0,0.313,0.25,0.577,51.3,60.5,16.5,5.2,0.525,14.2,30.8,0.263,0.513,17.4,71.8,0.24
71,BOS,2015-12-03,0,SAC,1.0,114,97,111.4,94.8,102.3,0.286,0.393,0.603,46.5,85.0,13.7,8.9,0.56,14.5,14.0,0.238,0.422,16.7,79.1,0.416
72,BOS,2015-12-05,0,SAS,0.0,105,108,109.9,113.1,95.5,0.256,0.337,0.549,45.3,56.4,9.4,4.5,0.523,12.8,23.4,0.174,0.56,13.1,71.8,0.181
73,BOS,2015-12-07,0,NOP,1.0,111,93,115.0,96.3,96.5,0.296,0.346,0.606,51.1,60.0,8.3,10.4,0.568,15.7,24.4,0.235,0.433,12.5,73.5,0.167
74,BOS,2015-12-09,1,CHI,1.0,105,100,106.1,101.0,99.0,0.304,0.25,0.503,47.4,57.9,10.1,5.7,0.44,10.3,27.1,0.261,0.462,13.7,68.1,0.176
75,BOS,2015-12-11,1,GSW,,119,124,98.1,102.2,100.4,0.14,0.289,0.492,43.2,65.3,5.8,11.8,0.482,11.0,18.0,0.079,0.435,12.7,70.2,0.29
76,BOS,2015-12-12,0,CHO,1.0,98,93,100.1,95.0,97.9,0.104,0.26,0.488,44.7,65.0,5.1,9.4,0.464,4.7,6.3,0.094,0.472,10.6,84.8,0.114
77,BOS,2015-12-15,1,CLE,0.0,77,89,87.3,100.9,88.2,0.161,0.368,0.413,47.1,64.3,6.8,10.9,0.374,9.7,23.1,0.138,0.513,14.5,82.9,0.115
78,BOS,2015-12-16,0,DET,0.0,116,119,114.4,117.3,101.4,0.27,0.281,0.583,55.0,39.5,3.9,3.5,0.539,15.3,25.6,0.225,0.558,10.2,82.9,0.41
79,BOS,2015-12-18,1,ATL,0.0,101,109,98.5,106.3,102.5,0.403,0.299,0.557,50.6,55.9,4.9,2.9,0.506,18.8,15.4,0.299,0.489,10.6,80.4,0.261
80,BOS,2015-12-21,1,MIN,1.0,113,99,115.4,101.1,97.9,0.18,0.281,0.588,58.1,73.9,6.1,13.6,0.584,14.3,28.6,0.101,0.468,11.4,86.4,0.316
81,BOS,2015-12-23,0,CHO,1.0,102,89,105.9,92.4,96.3,0.306,0.341,0.529,52.7,69.4,9.3,7.5,0.465,11.9,23.8,0.271,0.407,14.4,76.5,0.284
82,BOS,2015-12-26,0,DET,1.0,99,93,103.6,97.3,95.6,0.274,0.274,0.526,48.0,51.3,6.3,1.5,0.488,12.9,25.0,0.202,0.418,12.8,66.7,0.187
83,BOS,2015-12-27,1,NYK,1.0,100,91,105.4,95.9,94.9,0.341,0.235,0.511,51.5,50.0,5.3,5.7,0.471,9.3,25.5,0.235,0.393,11.5,75.0,0.236
84,BOS,2015-12-30,1,LAL,0.0,104,112,105.7,113.9,98.3,0.284,0.307,0.525,46.4,60.5,7.1,6.7,0.472,9.2,18.8,0.239,0.505,8.8,73.5,0.181
85,BOS,2016-01-02,1,BRK,0.0,97,100,99.8,102.9,97.2,0.318,0.364,0.483,50.5,50.0,8.2,5.3,0.426,12.2,30.8,0.25,0.425,12.0,71.4,0.226
86,BOS,2016-01-04,0,BRK,1.0,103,94,111.0,101.3,92.8,0.207,0.228,0.513,47.5,53.7,10.8,8.8,0.478,6.5,24.5,0.163,0.412,12.6,69.2,0.282
87,BOS,2016-01-06,1,DET,0.0,94,99,99.5,104.8,94.5,0.297,0.308,0.457,45.3,67.6,5.3,10.6,0.407,8.9,26.5,0.22,0.514,16.7,70.3,0.311
88,BOS,2016-01-07,0,CHI,0.0,92,101,91.0,99.9,101.1,0.224,0.255,0.427,48.6,48.6,10.9,4.2,0.383,9.3,26.3,0.173,0.463,13.6,75.0,0.149
89,BOS,2016-01-10,0,MEM,0.0,98,101,99.3,102.3,98.7,0.261,0.25,0.499,40.2,59.5,17.2,5.9,0.46,14.0,22.9,0.193,0.393,17.1,57.1,0.417
90,BOS,2016-01-12,0,NYK,0.0,114,120,116.8,122.9,97.6,0.302,0.337,0.585,51.9,59.5,5.1,6.6,0.541,8.5,17.5,0.244,0.574,10.5,85.4,0.333
91,BOS,2016-01-13,1,IND,1.0,103,94,101.9,93.0,101.0,0.222,0.289,0.521,50.5,60.0,6.9,3.3,0.494,16.1,28.6,0.156,0.434,14.6,72.9,0.165
92,BOS,2016-01-15,1,PHO,1.0,117,103,114.5,100.8,102.2,0.302,0.313,0.538,55.4,71.4,11.7,8.1,0.51,9.9,32.1,0.198,0.449,12.1,81.3,0.258
93,BOS,2016-01-16,0,WAS,1.0,119,117,120.0,118.0,99.2,0.409,0.33,0.573,52.8,69.2,7.1,4.5,0.494,13.4,37.8,0.364,0.483,11.0,68.2,0.348
94,BOS,2016-01-18,0,DAL,,113,118,109.9,114.8,93.1,0.277,0.319,0.536,49.0,60.0,8.8,5.1,0.489,10.2,24.5,0.223,0.516,11.9,76.6,0.237
95,BOS,2016-01-20,0,TOR,0.0,109,115,116.4,122.8,93.7,0.176,0.306,0.595,47.1,69.8,8.5,1.9,0.576,13.3,22.2,0.129,0.62,12.6,73.5,0.145
96,BOS,2016-01-22,1,CHI,1.0,110,101,110.1,101.1,99.9,0.219,0.24,0.523,47.9,60.5,14.0,7.9,0.49,10.2,31.4,0.167,0.444,16.6,66.7,0.247
97,BOS,2016-01-24,0,PHI,1.0,112,92,107.9,88.6,103.8,0.196,0.258,0.532,52.0,67.4,13.5,3.2,0.5,13.2,30.6,0.155,0.438,19.0,73.5,0.157
98,BOS,2016-01-25,0,WAS,1.0,116,91,114.7,90.0,101.1,0.256,0.244,0.579,52.4,70.5,11.9,2.0,0.539,9.1,17.1,0.211,0.473,18.5,87.8,0.267
99,BOS,2016-01-27,1,DEN,1.0,111,103,109.4,101.5,101.4,0.25,0.292,0.521,47.5,70.7,14.8,7.9,0.474,9.4,26.4,0.208,0.47,16.9,70.8,0.286
100,BOS,2016-01-29,1,ORL,1.0,113,94,116.4,96.8,97.1,0.244,0.279,0.593,52.9,65.1,8.2,10.2,0.558,11.2,20.0,0.198,0.449,14.8,80.9,0.291
101,BOS,2016-01-31,0,ORL,0.0,114,119,115.7,120.8,98.5,0.269,0.495,0.548,45.1,43.6,9.1,3.4,0.505,8.8,25.5,0.215,0.598,13.3,70.0,0.256
102,BOS,2016-02-02,0,NYK,1.0,97,89,105.3,96.6,92.1,0.189,0.211,0.498,47.4,50.0,9.8,3.2,0.461,9.3,26.1,0.156,0.415,14.5,67.3,0.256
103,BOS,2016-02-03,1,DET,1.0,102,95,99.1,92.3,102.9,0.135,0.219,0.501,50.5,66.7,7.8,13.7,0.474,9.0,13.3,0.115,0.441,14.1,82.7,0.235
104,BOS,2016-02-05,0,CLE,1.0,104,103,104.4,103.4,99.6,0.284,0.227,0.525,51.0,55.3,6.0,8.8,0.472,13.2,25.6,0.239,0.471,12.0,71.7,0.241
105,BOS,2016-02-07,1,SAC,1.0,128,119,118.8,110.4,107.8,0.165,0.264,0.656,60.5,66.7,8.4,7.2,0.632,19.7,32.4,0.143,0.547,11.9,84.1,0.158
106,BRK,2015-10-28,1,CHI,0.0,100,115,101.0,116.1,99.0,0.301,0.097,0.475,53.6,48.7,11.1,10.0,0.419,11.0,32.0,0.237,0.628,18.0,85.3,0.218
107,BRK,2015-10-30,0,SAS,0.0,75,102,78.5,106.8,95.5,0.195,0.208,0.449,36.4,54.8,6.3,9.4,0.435,15.2,4.3,0.104,0.517,16.4,71.4,0.151
108,BRK,2015-10-31,0,MEM,0.0,91,101,102.5,113.7,88.8,0.228,0.165,0.523,50.6,55.3,3.4,5.3,0.5,12.1,20.5,0.152,0.481,8.9,76.1,0.3
109,BRK,2015-11-02,1,MIL,0.0,96,103,105.5,113.2,91.0,0.278,0.241,0.541,49.3,58.3,3.3,8.0,0.494,16.9,26.3,0.228,0.582,14.2,75.8,0.247
110,BRK,2015-11-04,0,ATL,0.0,87,101,95.7,111.1,90.9,0.157,0.253,0.49,55.8,66.7,9.9,7.4,0.464,17.6,33.3,0.12,0.539,13.1,82.9,0.25
111,BRK,2015-11-06,1,LAL,0.0,98,104,96.9,102.8,101.1,0.215,0.204,0.481,53.5,52.5,5.9,10.9,0.446,12.8,28.6,0.161,0.468,13.6,86.5,0.397
112,BRK,2015-11-07,0,MIL,0.0,86,94,94.4,103.2,91.1,0.232,0.11,0.476,55.9,52.9,12.1,4.8,0.433,16.6,35.4,0.183,0.5,14.4,77.8,0.146
113,BRK,2015-11-11,0,HOU,1.0,106,98,112.9,104.3,93.9,0.173,0.173,0.502,57.1,59.5,5.3,17.2,0.469,9.4,38.5,0.143,0.469,6.3,75.5,0.061
114,BRK,2015-11-13,0,SAC,0.0,109,111,107.3,109.3,101.6,0.236,0.236,0.555,46.8,57.1,6.9,6.0,0.517,13.2,20.5,0.191,0.484,11.7,70.0,0.213
115,BRK,2015-11-14,0,GSW,,99,107,96.5,104.3,93.0,0.163,0.184,0.471,50.0,53.7,11.7,6.3,0.429,10.3,22.0,0.153,0.505,12.1,78.0,0.093
116,BRK,2015-11-17,1,ATL,1.0,90,88,98.3,96.1,91.6,0.155,0.238,0.502,50.0,59.5,15.3,6.4,0.494,10.9,20.0,0.083,0.513,19.6,81.4,0.132
117,BRK,2015-11-18,0,CHO,0.0,111,116,109.4,114.3,101.5,0.242,0.165,0.551,43.0,56.8,4.9,7.3,0.511,8.2,11.1,0.198,0.556,13.5,78.0,0.338
118,BRK,2015-11-20,0,BOS,0.0,95,120,94.8,119.7,100.2,0.27,0.213,0.477,51.8,48.6,10.0,0.0,0.438,16.0,29.2,0.191,0.644,14.9,81.1,0.092
119,BRK,2015-11-22,1,BOS,1.0,111,101,118.4,107.8,93.7,0.418,0.19,0.593,58.3,45.0,11.7,8.9,0.538,13.0,35.9,0.329,0.512,15.7,77.8,0.207
120,BRK,2015-11-25,0,OKC,0.0,99,110,96.7,107.4,102.4,0.128,0.138,0.499,51.7,46.5,9.8,5.6,0.473,14.6,22.4,0.106,0.59,17.9,89.5,0.231
121,BRK,2015-11-28,0,CLE,0.0,88,90,89.4,91.4,98.5,0.296,0.21,0.481,48.4,63.6,9.1,6.7,0.432,14.9,17.8,0.222,0.454,16.7,76.0,0.126
122,BRK,2015-11-29,1,DET,1.0,87,83,87.3,83.3,99.7,0.198,0.148,0.494,50.0,42.9,8.0,14.3,0.457,17.8,17.9,0.16,0.366,11.3,69.8,0.089
123,BRK,2015-12-01,1,PHO,1.0,94,91,97.7,94.6,96.2,0.143,0.155,0.526,51.9,56.1,10.4,8.5,0.512,14.4,14.6,0.095,0.507,15.9,90.0,0.2
124,BRK,2015-12-04,0,NYK,0.0,91,108,93.7,111.2,97.2,0.165,0.121,0.466,52.7,38.5,9.3,6.7,0.445,11.8,26.5,0.11,0.517,11.9,81.8,0.207
125,BRK,2015-12-06,1,GSW,0.0,98,114,100.1,116.4,97.9,0.258,0.191,0.494,50.0,53.8,8.2,3.8,0.466,11.6,23.4,0.169,0.593,11.1,77.8,0.14
126,BRK,2015-12-08,1,HOU,1.0,110,105,110.3,105.2,99.8,0.198,0.222,0.625,53.8,60.0,14.0,14.9,0.599,21.4,31.6,0.16,0.567,20.4,75.0,0.146
127,BRK,2015-12-10,1,PHI,1.0,100,91,109.0,99.2,91.7,0.365,0.189,0.582,53.1,59.5,5.5,1.8,0.541,18.1,26.5,0.27,0.414,9.4,72.3,0.218
128,BRK,2015-12-12,1,LAC,0.0,100,105,104.3,109.5,95.9,0.38,0.241,0.542,53.5,48.6,5.2,3.2,0.475,14.8,26.7,0.316,0.547,11.3,82.9,0.128
129,BRK,2015-12-14,1,ORL,0.0,82,105,88.3,113.0,92.9,0.2,0.238,0.471,47.6,74.2,5.4,0.0,0.431,16.3,20.0,0.163,0.599,15.9,81.1,0.184
130,BRK,2015-12-16,1,MIA,0.0,98,104,110.5,117.2,88.7,0.157,0.18,0.515,43.8,57.1,6.8,5.6,0.494,5.9,21.3,0.112,0.58,12.3,75.8,0.227
131,BRK,2015-12-18,0,IND,0.0,97,104,103.0,110.4,94.2,0.198,0.186,0.519,44.7,50.0,7.4,9.8,0.465,11.4,19.1,0.198,0.455,9.9,70.2,0.258
132,BRK,2015-12-20,1,MIN,0.0,85,100,90.3,106.3,94.1,0.256,0.269,0.49,45.9,81.3,7.4,2.9,0.442,13.9,13.3,0.205,0.494,12.6,82.5,0.263
133,BRK,2015-12-21,0,CHI,1.0,105,102,109.2,106.1,96.1,0.149,0.213,0.524,53.1,60.5,9.4,5.8,0.495,12.3,33.3,0.128,0.5,11.4,70.6,0.074
134,BRK,2015-12-23,1,DAL,,118,119,119.0,120.0,89.8,0.139,0.188,0.551,55.8,62.7,9.1,8.3,0.554,9.3,34.1,0.059,0.646,16.1,84.8,0.159
135,BRK,2015-12-26,1,WAS,0.0,96,111,98.9,114.4,97.1,0.18,0.191,0.5,56.2,55.8,8.2,8.8,0.511,16.5,33.3,0.056,0.571,10.5,82.9,0.179
136,BRK,2015-12-28,0,MIA,1.0,111,105,119.6,113.1,92.8,0.439,0.28,0.567,54.3,55.6,8.6,5.6,0.512,11.7,34.0,0.329,0.526,13.3,75.6,0.295
137,BRK,2015-12-30,0,ORL,0.0,93,100,104.6,112.4,89.0,0.265,0.241,0.502,42.5,65.7,13.5,10.7,0.44,11.5,25.0,0.241,0.494,14.9,60.5,0.232
